8/14/2017 4:51:08 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 4:55:28 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 5:48:53 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 6:54:47 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 6:54:50 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 6:58:06 AM,b4:75:0e:0d:33:d5,Set state: On
8/14/2017 6:58:41 AM,b4:75:0e:0d:94:65,Set state: On
8/14/2017 6:59:10 AM,94:10:3e:2b:7a:55,Set state: On
8/14/2017 7:00:33 AM,14:91:82:24:dd:35,Set state: On
8/14/2017 7:01:30 AM,60:38:e0:ee:7c:e5,Set state: On
8/14/2017 7:02:24 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 7:09:09 AM,14:91:82:24:dd:35,Set state: On
8/14/2017 7:16:49 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 7:17:26 AM,14:91:82:24:dd:35,Set state: Off
8/14/2017 7:17:27 AM,60:38:e0:ee:7c:e5,Set state: Off
8/14/2017 7:17:29 AM,b4:75:0e:0d:33:d5,Set state: Off
8/14/2017 7:17:29 AM,b4:75:0e:0d:94:65,Set state: Off
8/14/2017 7:17:30 AM,94:10:3e:2b:7a:55,Set state: Off
8/14/2017 7:17:30 AM,14:91:82:24:dd:35,Set state: Off
8/14/2017 8:15:25 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 10:52:55 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 10:56:22 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 11:57:11 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 1:09:55 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 1:17:31 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 1:43:56 PM,b4:75:0e:0d:33:d5,Set state: On
8/14/2017 1:54:30 PM,b4:75:0e:0d:33:d5,Set state: Off
8/14/2017 3:26:03 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/14/2017 4:33:41 PM,b4:75:0e:0d:33:d5,Set state: On
8/14/2017 4:34:12 PM,b4:75:0e:0d:94:65,Set state: On
8/14/2017 4:35:08 PM,94:10:3e:2b:7a:55,Set state: On
8/14/2017 4:36:21 PM,14:91:82:24:dd:35,Set state: On
8/14/2017 4:37:28 PM,60:38:e0:ee:7c:e5,Set state: On
8/14/2017 4:43:21 PM,14:91:82:24:dd:35,Set state: On
8/14/2017 4:48:18 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
